Id_Cliente,Indicador_Status,Idade,Sexo,n_dependentes,nivel_educacao,estado_civil,renda,categoria_cartao,meses_contrato,n_produtos,limite_credito,total_transacoes
711481533,Existing Customer,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,5926.0,28
710082708,Existing Customer,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,23957.0,26
708155733,Existing Customer,53,M,2,High School,Single,$120K +,Blue,44,4,14734.0,23
788979258,Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,34516.0,32
807986133,Existing Customer,57,M,2,College,Married,$60K - $80K,Blue,52,5,6584.0,35
788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,2084.0,28
711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,1687.0,17
717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,25300.0,15
715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,42,3,34516.0,41
720096558,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,2216.0,36
719580033,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2910.0,21
820582308,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,22913.0,35
789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,24312.0,24
712876233,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,5272.0,33
804595158,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,7000.0,23
714826758,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,7038.0,57
779058108,Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,2536.0,23
710790258,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,28904.0,35
715623483,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,8567.0,41
715156383,Existing Customer,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,34516.0,29
711013983,Attrited Customer,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,2158.0,12
755420433,Existing Customer,59,F,1,Graduate,Married,Unknown,Blue,52,2,10133.0,20
794543958,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,34516.0,27
716396358,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3085.0,35
715398033,Existing Customer,53,M,2,High School,Single,$120K +,Blue,35,4,19040.0,31
711743883,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,35,5,4026.0,32
719720058,Existing Customer,44,M,3,High School,Single,$60K - $80K,Blue,31,4,12756.0,14
778992108,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,45,5,5266.0,29
717539808,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,36,3,9930.0,21
714070758,Existing Customer,49,M,4,High School,Single,$80K - $120K,Blue,38,4,31302.0,35
714107958,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,6576.0,34
789140283,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,42,5,2664.0,29
715550508,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,28,5,2535.0,20
719712633,Existing Customer,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,1709.0,32
772629333,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,3454.0,30
720336708,Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3789.0,42
802013583,Existing Customer,56,M,3,College,Married,$120K +,Blue,50,3,9689.0,19
711887583,Attrited Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,5449.0,18
714778833,Existing Customer,49,F,3,College,Single,Unknown,Blue,43,4,23032.0,22
713843283,Existing Customer,41,F,3,Unknown,Married,Unknown,Silver,34,5,34516.0,26
779155158,Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,34,6,2940.0,33
721091583,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,32,3,3031.0,15
713572683,Existing Customer,44,M,3,High School,Unknown,$60K - $80K,Blue,25,3,1862.0,34
716657058,Existing Customer,43,F,4,Post-Graduate,Married,Less than $40K,Blue,33,2,8358.0,37
779509983,Existing Customer,53,M,2,Post-Graduate,Single,$120K +,Blue,36,6,34516.0,21
717929133,Existing Customer,44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,14450.0,30
808284783,Existing Customer,62,F,1,Unknown,Married,Less than $40K,Blue,56,6,1438.3,44
708476808,Existing Customer,54,M,4,Unknown,Divorced,$120K +,Blue,36,6,33791.0,31
710916408,Existing Customer,57,M,4,Graduate,Married,$60K - $80K,Blue,39,4,8466.0,32
708492558,Existing Customer,42,M,3,Unknown,Married,$60K - $80K,Blue,36,5,15088.0,21
799825758,Existing Customer,42,M,4,High School,Divorced,$60K - $80K,Blue,36,5,3263.0,35
718619883,Existing Customer,54,F,0,Uneducated,Married,Less than $40K,Blue,36,2,1494.0,24
711844758,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,13551.0,37
714798783,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue,36,6,18886.0,18
826762908,Existing Customer,52,M,3,High School,Unknown,$80K - $120K,Blue,48,3,11976.0,36
771894558,Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,4,9964.0,25
721074183,Existing Customer,49,M,1,Doctorate,Married,$60K - $80K,Blue,36,4,24159.0,24
715259583,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,44,3,5362.0,38
718414008,Existing Customer,50,M,2,Graduate,Single,$120K +,Blue,36,3,34516.0,13
719666283,Existing Customer,55,F,1,Doctorate,Married,Less than $40K,Blue,36,4,3174.0,29
714877233,Existing Customer,53,M,1,High School,Married,$80K - $120K,Blue,47,3,12262.0,38
785387883,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,41,4,3788.0,47
771075258,Existing Customer,55,M,2,College,Single,$120K +,Silver,42,2,34516.0,42
711318033,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2926.0,24
783554958,Existing Customer,58,M,4,Graduate,Single,$120K +,Blue,52,6,32090.0,30
720201033,Attrited Customer,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,11669.0,23
718039683,Existing Customer,52,M,2,High School,Single,$40K - $60K,Blue,45,3,13532.0,29
710806083,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,11888.0,30
714752208,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,2393.0,16
822063408,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,6111.0,16
714490308,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,19270.0,28
713356833,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,3710.0,34
711402333,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,3235.0,32
708296883,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,11749.0,27
719154483,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,7753.0,26
717721458,Existing Customer,45,M,4,College,Divorced,$60K - $80K,Blue,40,5,10408.0,42
711112683,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,3967.0,29
715674483,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,6205.0,19
789322833,Attrited Customer,48,F,5,High School,Married,Less than $40K,Blue,38,1,8025.0,18
789968058,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,9036.0,18
709919283,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,14926.0,25
718744008,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,6335.0,20
767712558,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,14979.0,10
712950783,Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2732.0,16
716104983,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,2250.0,31
818839983,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,10916.0,34
772288758,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,5349.0,30
712350858,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,9366.0,39
711009708,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,28,5,21617.0,22
712720158,Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,13860.0,32
712215258,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,18386.0,22
773827008,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2405.0,29
795232683,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2154.0,26
713786508,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,2038.0,28
713539833,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,8135.0,29
712454058,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,9364.0,27
718759833,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,32643.0,24
718803333,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3195.0,29
720253908,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2852.0,28
714133158,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,4224.0,31
713187033,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,20459.0,38
714791208,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,3482.0,24
772426383,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,3065.0,28
710975883,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,2185.0,30
714264408,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1611.0,29
715827858,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,2822.0,23
713741358,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,32975.0,17
709531908,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,1438.3,53
716493408,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,15875.0,37
714141108,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,6703.0,28
708953883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,3212.0,20
712608783,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,34516.0,34
820353558,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,9797.0,34
714964758,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,10400.0,28
716264358,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,26792.0,47
717296808,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3006.0,32
712977183,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,19482.0,22
710829108,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,3356.0,28
779562633,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,5771.0,18
715315833,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,11106.0,24
815500983,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,2890.0,36
719360583,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,3380.0,25
709701558,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,21331.0,50
721148358,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,12860.0,27
779862408,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,6278.0,33
812627208,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1438.3,33
711033408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,9355.0,28
779956608,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,20758.0,32
780376683,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,14612.0,24
717912483,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,27259.0,35
714454758,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,6347.0,37
780466533,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,21592.0,52
715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,3449.0,42
720476733,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,6028.0,22
715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,18214.0,21
712375758,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,16393.0,42
708868233,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,1438.3,21
718030083,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,7871.0,22
720707283,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,5288.0,42
771698658,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,11376.0,27
748326258,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,12302.0,41
770817783,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,34516.0,27
779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,34516.0,32
711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,10514.0,27
719808558,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,1438.3,27
711551958,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,1438.3,24
809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,2619.0,37
820596183,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,24407.0,48
715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,2377.0,26
710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,34516.0,26
805543158,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,11086.0,40
709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,11432.0,37
716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,13258.0,21
713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2571.0,24
718876683,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,5781.0,32
770746908,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,7872.0,32
794843883,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,34516.0,33
803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,11127.0,25
758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1857.0,43
714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1913.0,22
778425408,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3839.0,24
714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2115.0,20
719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,1438.3,29
713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,27756.0,24
769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1438.3,26
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,13878.0,38
788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,3106.0,38
758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,34516.0,18
772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,1438.3,12
708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,18871.0,21
717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,5207.0,26
719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,17965.0,50
769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,2733.0,25
790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,8863.0,27
720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,1857.0,17
787541883,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,34516.0,27
709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,11107.0,33
789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,21573.0,36
710299608,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,2859.0,30
710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,5269.0,25
821797008,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,1438.3,21
708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3387.0,24
715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,1982.0,49
793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,4645.0,33
713779908,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,2189.0,36
712125258,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,2442.0,19
709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,21304.0,25
721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,7577.0,35
710103558,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,3234.0,28
715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,4469.0,34
719731458,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,2910.0,27
772390908,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,3616.0,17
787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,3252.0,15
709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,2358.0,26
715432608,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,22322.0,34
799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,3133.0,38
714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3540.0,28
779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,6990.0,29
788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,34516.0,39
778867533,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,1438.3,23
710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,24396.0,17
778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,2474.0,40
789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,5214.0,23
809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,5207.0,20
718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,9512.0,22
708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3187.0,33
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3353.0,18
719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,2290.0,18
807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,5279.0,41
717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,23603.0,31
720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2601.0,32
714511758,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,6363.0,16
715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,8029.0,32
721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2410.0,30
719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,3401.0,18
712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2260.0,33
715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,17682.0,31
773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,4206.0,22
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,34516.0,34
719117433,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,23018.0,24
716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,5556.0,21
718621608,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,6094.0,14
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,2939.0,33
788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,5362.0,41
720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,27126.0,25
708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3342.0,30
709173108,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,6,2532.0,21
709879458,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,1900.0,45
715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,14546.0,27
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,2521.0,33
